id,pval_(Intercept),adj.pvalue,pval_sig,LogFC_(Intercept),LogFC (Higher is Higher in Spring)
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__uncultured,0.185197103,4.11E-05,1,0.637899457,1.977964574
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__Urania-1B-19_marine_sediment_group,4.86E-68,9.26E-107,1,2.546227684,-3.330076252
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Pla1_lineage;f__Pla1_lineage;g__Pla1_lineage,0.007895736,0.074641746,0,1.683064196,1.17057011
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__S-70;f__S-70;g__S-70,0.931146506,0.254155804,0,-0.010737259,0.799721649
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__CPla-3_termite_group;g__CPla-3_termite_group,0.931146506,0.935169271,0,-0.010737259,0.055190908
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__WD2101_soil_group;g__WD2101_soil_group,0.931146506,1.31E-39,1,-0.010737259,2.698243073
d__Bacteria;p__Planctomycetota;c__Pla3_lineage;o__Pla3_lineage;f__Pla3_lineage;g__Pla3_lineage,0.004622985,4.34E-04,1,2.145162316,2.778449204
d__Bacteria;p__Planctomycetota;c__Pla4_lineage;o__Pla4_lineage;f__Pla4_lineage;g__Pla4_lineage,0.174862697,4.04E-32,1,0.355466837,3.418752937
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__uncultured,0.006067055,0.171495324,0,2.577502922,-1.35112307
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__uncultured,0.056585519,0.005212805,1,1.678897475,-2.462746042
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;__,4.19E-75,1.46E-09,1,6.051298725,-5.22570938
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Blastopirellula,2.33E-57,7.62E-27,1,4.489316492,-4.811066939
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Candidatus_Anammoximicrobium,0.313556592,0.040506051,1,0.756791105,-1.540639673
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pir2_lineage,0.931146506,0.88854842,0,-0.010737259,-0.079964128
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pir4_lineage,0,0,1,6.172737397,-6.956585965
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pirellula,0.191850569,0.683785413,0,0.933667189,-0.375731859
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula,1.00E-23,6.31E-32,1,4.450206227,-5.234054795
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rubripirellula,8.07E-67,7.88E-88,1,4.813680864,-5.597529432
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__uncultured,2.27E-66,2.02E-08,1,5.56398637,-2.101719404
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;__;__,0.199192185,0.034580151,1,1.210449956,-1.994298524
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Gimesiaceae;g__uncultured,0.006448008,4.32E-04,1,2.674315318,-3.458163886
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Rubinisphaeraceae;g__Planctomicrobium,0.19756882,0.028195999,1,1.111694684,-1.895543252
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Rubinisphaeraceae;g__SH-PL14,0.190103279,0.01286549,1,0.868948517,-1.652797085
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__uncultured;g__uncultured,8.69E-14,0.8851311,0,3.030856902,-0.068761967
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__uncultured;f__uncultured;g__uncultured,0.174862697,1.74E-05,1,0.355466837,-1.139315405
d__Bacteria;p__Planctomycetota;c__vadinHA49;o__vadinHA49;f__vadinHA49;g__vadinHA49,0.401008911,2.72E-05,1,0.355466837,2.351947563
d__Bacteria;p__Poribacteria;c__Poribacteria;o__Poribacteria;f__Poribacteria;g__Poribacteria,0.931146506,4.29E-112,1,-0.010737259,2.969745753
d__Bacteria;p__Proteobacteria;__;__;__;__,0.931146506,0.474778409,0,-0.010737259,-0.311013188
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;__;__;__,1.75E-119,3.84E-16,1,5.858889323,-4.207675153
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;__,0.177659718,1.10E-06,1,0.451360861,2.953274548
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidisoma,0.931146506,0.9128596,0,-0.010737259,0.081871811
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Endobacter,0.931146506,0.631681984,0,-0.010737259,-0.236632004
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodovastum,0.931146506,9.19E-07,1,-0.010737259,1.380711417
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__uncultured,0.931146506,1.90E-37,1,-0.010737259,2.914787538
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacterales;g__Acetobacterales,0.931146506,0.830847132,0,-0.010737259,-0.124474592
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Nitrospirillum,0.931146506,0.869157567,0,-0.010737259,0.129572092
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Niveispirillum,0.931146506,0.850928611,0,-0.010737259,0.151084932
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Inquilinaceae;g__Inquilinus,0.931146506,6.25E-21,1,-0.010737259,2.999678482
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;__,0.931146506,1.91E-183,1,-0.010737259,4.200753646
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis,0.931146506,0.884774765,0,-0.010737259,-0.079964128
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas,0.931146506,8.57E-85,1,-0.010737259,3.255891204
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter,0.931146506,0.226705785,0,-0.010737259,0.691705077
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium,0.931146506,1.97E-72,1,-0.010737259,4.644251337
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__uncultured,0.931146506,2.48E-128,1,-0.010737259,5.117960662
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;__,0.931146506,9.93E-08,1,-0.010737259,1.884147399
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hirschia,0.931146506,0.806385005,0,-0.010737259,0.208368351
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__SWB02,0.931146506,0.180351746,0,-0.010737259,1.036670568
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__Amphiplicatus,0.190191943,0.009156688,1,0.788561165,-1.572409733
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__Hyphococcus,0.307143017,0.045745604,1,0.817564957,-1.601413525
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__Marinicaulis,0.195513314,0.021350847,1,1.004103553,-1.787952121
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__uncultured,0.186574024,0.007320095,1,0.756791105,-1.540639673
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__Defluviicoccaceae;g__Defluviicoccus,0.006536544,5.41E-04,1,2.870244206,-3.654092774
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__uncultured;g__uncultured,0.931146506,0.580660298,0,-0.010737259,-0.236632004
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__Dongia,0.931146506,0.263136635,0,-0.010737259,0.6079336
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales;__;__,0.931146506,0.946080078,0,-0.010737259,-0.040703116
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales;f__uncultured;g__uncultured,0.931146506,4.13E-98,1,-0.010737259,4.851044481
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales;f__URHD0088;g__URHD0088,0.931146506,0.889639226,0,-0.010737259,0.106574468
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Fodinicurvataceae;g__Fodinicurvata,0.183219474,0.001960122,1,0.586515897,-1.370364465
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__uncultured,0.00690854,7.24E-04,1,3.108562053,-3.89241062
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;__,0.931146506,0.085325845,0,-0.010737259,1.643056716
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Micropepsis,0.931146506,0.580660298,0,-0.010737259,-0.236632004
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__uncultured,0.931146506,3.07E-216,1,-0.010737259,4.776492815
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales;f__Paracaedibacteraceae;g__Candidatus_Captivus,0.931146506,0.259457501,0,-0.010737259,-0.406907212
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales;f__Paracaedibacteraceae;g__Candidatus_Paracaedibacter,0.931146506,0.834576819,0,-0.010737259,0.17129314
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__OCS116_clade;g__OCS116_clade,0.931146506,0.879136114,0,-0.010737259,0.106574468
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__uncultured,0.931146506,1.94E-12,1,-0.010737259,2.497346113
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__SAR116_clade;g__Candidatus_Puniceispirillum,0.931146506,0.857049942,0,-0.010737259,0.129572092
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__SAR116_clade;g__SAR116_clade,0.931146506,0.809556276,0,-0.010737259,-0.124474592
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__uncultured;g__uncultured,0.931146506,0.884774765,0,-0.010737259,-0.079964128
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella,0.931146506,2.11E-66,1,-0.010737259,2.71846246
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;__;__,0.931146506,3.51E-33,1,-0.010737259,2.718735348
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__A0839;g__A0839,0.931146506,7.40E-42,1,-0.010737259,2.836058135
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;__,0.16884289,0.001517559,1,0.355466837,1.093029345
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Camelimonas,0.931146506,0.970300503,0,-0.010737259,0.026187116
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__FukuN57,0.931146506,0.280469465,0,-0.010737259,0.591670212
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium-Methylorubrum,0.931146506,0,1,-0.010737259,5.98470921
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis,0.931146506,0.179109539,0,-0.010737259,1.053768333
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus,0.931146506,0.262830064,0,-0.010737259,0.719334297
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus,0.931146506,0.824347504,0,-0.010737259,0.17129314
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia,0.931146506,1.60E-05,1,-0.010737259,1.940521512
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;__,0.204960786,0.270263448,0,1.85167896,-1.780544409
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Filomicrobium,0.009944197,0.002521591,1,4.553006815,-5.336855383
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium,0.931146506,1.93E-26,1,-0.010737259,3.230727542
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Pedomicrobium,0.931146506,0.150974397,0,-0.010737259,1.215604271
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__KF-JG30-B3;g__KF-JG30-B3,0.931146506,1.42E-31,1,-0.010737259,2.459903051
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;__,0.931146506,0.33055623,0,-0.010737259,0.472778564
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter,9.77E-217,1.62E-259,1,6.855670637,-7.639519204
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__uncultured,0.203583794,0.346410573,0,1.567995557,-1.370364465
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;__,0.203751853,0.216260862,0,1.70894784,-1.799649227
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.931146506,1.30E-76,1,-0.010737259,2.834107532
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aureimonas,0.931146506,0.260716125,0,-0.010737259,0.748338089
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium,0.931146506,0.211360579,0,-0.010737259,0.918613297
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Oricola,0.198133601,0.030315403,1,1.144508042,-1.928356609
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Pseudochrobactrum,0.931146506,0.206285801,0,-0.010737259,0.883493125
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiales_Incertae_Sedis;g__Bauldia,0.205080812,0.065918979,0,1.734743395,-2.518591963
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae;g__Tepidamorphus,0.931146506,0.850928611,0,-0.010737259,0.151084932
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium,0.931146506,1.76E-48,1,-0.010737259,3.041913624
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Pannonibacter,0.931146506,4.97E-38,1,-0.010737259,1.898333937
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;__,0.931146506,7.96E-133,1,-0.010737259,5.050831419
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium,0.931146506,6.16E-123,1,-0.010737259,3.501100596
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys,0.203607672,0.215636792,0,1.69325867,1.691462916
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodoplanes,0.931146506,0.171094203,0,-0.010737259,1.105151893
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__uncultured,0.931146506,9.21E-289,1,-0.010737259,4.664753691
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Xanthobacteraceae,3.53E-137,5.93E-172,1,5.606927853,-6.390776421
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;__,0.026701391,0.985689922,0,2.917826889,0.027961645
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albidovulum,0.203930368,0.058720713,0,1.603991769,-2.387840337
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ascidiaceihabitans,0.931146506,0.63170491,0,-0.010737259,0.480622064
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11,0.931146506,0.525394591,0,-0.010737259,0.802684631
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus,0.931146506,2.26E-52,1,-0.010737259,2.478280408
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter,0.931146506,0.857049942,0,-0.010737259,0.129572092
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thioclava,0.206386257,0.080811287,0,2.050645704,-2.834494272
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__AEGEAN-169_marine_group;g__AEGEAN-169_marine_group,0.931146506,0.001983348,1,-0.010737259,2.272381533
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospiraceae;g__uncultured,0.931146506,0.401628992,0,-0.010737259,-0.311013188
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Magnetospirillum,0.931146506,0.968122098,0,-0.010737259,0.026187116
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Phaeospirillum,0.931146506,0.580660298,0,-0.010737259,-0.236632004
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Telmatospirillum,0.931146506,1.92E-15,1,-0.010737259,3.861705522
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__uncultured,0.931146506,0.375767226,0,-0.010737259,0.472778564
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__uncultured,0.931146506,2.58E-11,1,-0.010737259,2.073858598
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Terasakiellaceae;g__uncultured,0.931146506,0.401628992,0,-0.010737259,-0.311013188
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__uncultured;g__uncultured,0.931146506,1.23E-24,1,-0.010737259,2.453336525
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;__;__,0.931146506,0.596562404,0,-0.010737259,-0.236632004
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria,0.16884289,6.45E-15,1,0.355466837,2.260397194
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiales;g__Candidatus_Jidaibacter,0.931146506,0.631681984,0,-0.010737259,-0.236632004
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__S25-593;g__S25-593,0.931146506,0.77712216,0,-0.010737259,0.225466116
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SM2D12;g__SM2D12,0.931146506,0.837488656,0,-0.010737259,0.151084932
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Clade_I;g__Clade_Ia,0.931146506,0.506391401,0,-0.010737259,0.883493125
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Clade_I;g__Clade_Ib,0.931146506,0.967178465,0,-0.010737259,0.026187116
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Clade_II;g__Clade_II,0.931146506,0.673505358,0,-0.010737259,0.392391212
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SAR11_clade;f__Clade_III;g__Clade_III,0.931146506,0.944341448,0,-0.010737259,-0.040703116
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;__,0.011536214,0.021223902,1,2.907263718,-2.958704094
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Altererythrobacter,0.931146506,3.46E-19,1,-0.010737259,1.468166172
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Ellin6055,0.931146506,0.88854842,0,-0.010737259,-0.079964128
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium,0.931146506,1.54E-23,1,-0.010737259,3.34488045
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Plot4-2H12,0.931146506,0.830847132,0,-0.010737259,-0.124474592
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium,0.931146506,0.323030549,0,-0.010737259,0.53089636
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas,0.931146506,8.48E-49,1,-0.010737259,3.856599591
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Thalassobaculales;f__uncultured;g__uncultured,0.931146506,1.02E-29,1,-0.010737259,1.853066757
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Geminicoccaceae;g__Candidatus_Alysiosphaera,0.190191943,0.009156688,1,0.788561165,-1.572409733
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Geminicoccaceae;g__uncultured,0.0069441,6.84E-04,1,3.028671102,-3.812519669
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__uncultured;f__uncultured;g__uncultured,0.004816354,0.001038406,1,2.193276419,2.627194799
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Zavarziniales;f__uncultured;g__uncultured,0.931146506,0.992709905,0,-0.010737259,-0.005582944
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;__;__;__,1.19E-36,3.99E-07,1,6.014460721,-2.466647806
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae;g__Sulfurifustis,0.931146506,4.92E-11,1,-0.010737259,2.187500793
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas,0.931146506,1.16E-181,1,-0.010737259,4.614532472
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Succinatimonas,0.931146506,0.887369894,0,-0.010737259,0.055190908
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Succinivibrionaceae_UCG-001,0.931146506,0.761297596,0,-0.010737259,0.129572092
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;__,0.931146506,0.003148349,1,-0.010737259,2.65533629
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Aestuariibacter,0.931146506,0.820019669,0,-0.010737259,0.17129314
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Glaciecola,0.931146506,0.494620896,0,-0.010737259,0.938821504
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae;g__Thalassotalea,0.931146506,0.879136114,0,-0.010737259,0.106574468
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Idiomarinaceae;g__Aliidiomarina,0.931146506,0.824347504,0,-0.010737259,0.17129314
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;__,0.931146506,0.809556276,0,-0.010737259,-0.124474592
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas,0.931146506,0.243017561,0,-0.010737259,1.122547144
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Psychrosphaera,0.931146506,0.754359969,0,-0.010737259,0.257236176
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__B2M28;f__B2M28;g__B2M28,0.207426816,0.082323573,0,2.070651707,-2.854500275
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Beggiatoales;f__Beggiatoaceae;g__uncultured,0.931146506,1.85E-05,1,-0.010737259,2.288904585
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;__;__,0.181990449,6.80E-14,1,0.637899457,3.789387142
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__A21b;g__A21b,0.931146506,0.26620056,0,-0.010737259,0.854489333
